_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
885131104,2/17/2016 18:13:13,1897166589,2/17/2016 18:11:27,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""It takes 77 minutes to get there"",""result"":""yes""}",It takes 77 minutes to get there,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
885131104,2/17/2016 18:38:16,1897182990,2/17/2016 18:35:37,false,instagc,0.5,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""It will take 77 minutes"",""result"":""yes""}",It will take 77 minutes,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
885131104,2/17/2016 19:53:26,1897235144,2/17/2016 19:50:32,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""It takes 77 minutes to get there."",""result"":""yes""}",It takes 77 minutes to get there.,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
885131105,2/17/2016 18:13:13,1897166591,2/17/2016 18:11:27,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""Yes sir, you will get to Central Park by noon"",""result"":""yes""}","Yes sir, you will get to Central Park by noon","inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
885131105,2/17/2016 18:38:16,1897182993,2/17/2016 18:35:37,false,instagc,0.5,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""I can tell you when you will get  to Central Park"",""result"":""yes""}",I can tell you when you will get  to Central Park,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
885131105,2/17/2016 19:53:26,1897235143,2/17/2016 19:50:32,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Okay big boy so you want to go to Central Park!"",""result"":""yes""}",Okay big boy so you want to go to Central Park!,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
885131106,2/17/2016 18:17:44,1897169285,2/17/2016 18:15:23,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""no ride found later, sir"",""result"":""yes""}","no ride found later, sir","inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
885131106,2/17/2016 20:02:31,1897241740,2/17/2016 19:58:04,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Soory, I can not found the next ride"",""result"":""yes""}","Soory, I can not found the next ride","inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
885131106,2/17/2016 20:07:02,1897244751,2/17/2016 19:57:43,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""I did not found when is the next ride."",""result"":""yes""}",I did not found when is the next ride.,"inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
885131107,2/17/2016 18:11:26,1897165481,2/17/2016 18:09:24,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""No connections found from Port Authority Bus Terminal to Columbus Circle"",""result"":""yes""}",No connections found from Port Authority Bus Terminal to Columbus Circle,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
885131107,2/17/2016 19:50:50,1897233249,2/17/2016 19:46:24,false,inboxpounds,0.3333,36481861,GBR,K6,Portsmouth,87.83.36.50,"{""text"":""Port Authority Bus Terminal to Columbus circle is not found"",""result"":""yes""}",Port Authority Bus Terminal to Columbus circle is not found,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
885131107,2/17/2016 19:57:42,1897238053,2/17/2016 19:53:27,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Sorry I did not found information about the drive from Port Authority Bus Terminal to Columbus Circle."",""result"":""yes""}",Sorry I did not found information about the drive from Port Authority Bus Terminal to Columbus Circle.,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
885131108,2/17/2016 18:15:22,1897167895,2/17/2016 18:13:13,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take subway line A at 2:03pm from City Hall to Grand Street"",""result"":""yes""}",take subway line A at 2:03pm from City Hall to Grand Street,"inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
885131108,2/17/2016 20:01:36,1897241180,2/17/2016 19:55:53,false,vivatic,0.5,36163652,GBR,O4,Torquay,2.222.184.72,"{""text"":""OK, take the A subway at 2:03pm from City Hall to Grand Street."",""result"":""yes""}","OK, take the A subway at 2:03pm from City Hall to Grand Street.","inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
885131108,2/17/2016 20:30:42,1897261060,2/17/2016 20:25:37,false,instagc,1.0,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""You can go later from City Hall to Grand Street on subway A leaving at 2:03pm"",""result"":""yes""}",You can go later from City Hall to Grand Street on subway A leaving at 2:03pm,"inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
885131109,2/17/2016 18:17:44,1897169287,2/17/2016 18:15:23,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take the bus M60 at 7:05am from Roosevelt Island to Inwood"",""result"":""yes""}",take the bus M60 at 7:05am from Roosevelt Island to Inwood,"inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
885131109,2/17/2016 20:02:31,1897241743,2/17/2016 19:58:04,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Take the bus line M60 at 7:05am from Roosevelt Island to dir Inwood"",""result"":""yes""}",Take the bus line M60 at 7:05am from Roosevelt Island to dir Inwood,"inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
885131109,2/17/2016 20:07:02,1897244755,2/17/2016 19:57:43,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Take the M60 bus at 7:05am from Roosevelt Island direction Inwood."",""result"":""yes""}",Take the M60 bus at 7:05am from Roosevelt Island direction Inwood.,"inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
885131110,2/17/2016 18:09:23,1897164086,2/17/2016 18:07:21,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""You want to go from where to Cathedral Parkway, sir"",""result"":""yes""}","You want to go from where to Cathedral Parkway, sir","inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
885131110,2/17/2016 18:35:36,1897181407,2/17/2016 18:33:13,false,instagc,0.5,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""Ok you are going to Cathedral Parkway from where"",""result"":""yes""}",Ok you are going to Cathedral Parkway from where,"inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
885131110,2/17/2016 19:21:22,1897212872,2/17/2016 19:17:41,false,neodev,0.4,31085823,USA,OH,Columbus,24.106.244.178,"{""text"":""From where would you like to go to Cathedral Parkway?"",""result"":""yes""}",From where would you like to go to Cathedral Parkway?,"inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
885131111,2/17/2016 18:17:44,1897169288,2/17/2016 18:15:23,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""It takes about three days to Prince Street"",""result"":""yes""}",It takes about three mins to Prince Street,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
885131111,2/17/2016 20:02:31,1897241741,2/17/2016 19:58:04,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Do you want to know how long takes to get to prince street"",""result"":""yes""}",Do you want to know how long takes to get to prince street,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
885131111,2/17/2016 20:07:02,1897244750,2/17/2016 19:57:43,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""To go to Prince Street?"",""result"":""yes""}",To go to Prince Street?,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
885131112,2/17/2016 18:15:22,1897167897,2/17/2016 18:13:13,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""yes sir, there is a schedule at 11:00 am"",""result"":""yes""}","yes sir, there is a schedule at 11:00 am","inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
885131112,2/17/2016 20:01:36,1897241189,2/17/2016 19:55:53,false,vivatic,0.5,36163652,GBR,O4,Torquay,2.222.184.72,"{""text"":""A schedule at 11:00 am."",""result"":""yes""}",A schedule at 11:00 am.,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
885131112,2/17/2016 20:30:42,1897261056,2/17/2016 20:25:37,false,instagc,1.0,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Yes in the morning you can try 11:00 am"",""result"":""yes""}",Yes in the morning you can try 11:00 am,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
885131113,2/17/2016 18:15:22,1897167896,2/17/2016 18:13:13,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""where do you want to go in Delancey Street"",""result"":""yes""}",where do you want to go in Delancey Street,"inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
885131113,2/17/2016 20:01:36,1897241177,2/17/2016 19:55:53,false,vivatic,0.5,36163652,GBR,O4,Torquay,2.222.184.72,"{""text"":""You want to go to Delancey Street."",""result"":""yes""}",You want to go to Delancey Street.,"inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
885131113,2/17/2016 20:30:42,1897261061,2/17/2016 20:25:37,false,instagc,1.0,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Yes, I hear you desire Delancey Street"",""result"":""yes""}","Yes, I hear you desire Delancey Street","inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
885131114,2/17/2016 18:15:22,1897167899,2/17/2016 18:13:13,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""depart from Rockefeller Center to where, sir"",""result"":""yes""}","depart from Rockefeller Center to where, sir","confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
885131114,2/17/2016 20:01:36,1897241176,2/17/2016 19:55:53,false,vivatic,0.5,36163652,GBR,O4,Torquay,2.222.184.72,"{""text"":""OK, you want to go from Rockefeller Center. Where do you want to go to?"",""result"":""yes""}","OK, you want to go from Rockefeller Center. Where do you want to go to?","confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
885131114,2/17/2016 20:30:42,1897261058,2/17/2016 20:25:37,false,instagc,1.0,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Ok, you'd like to travel from Rockefeller Center to which spot?"",""result"":""yes""}","Ok, you'd like to travel from Rockefeller Center to which spot?","confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
885131115,2/17/2016 18:11:26,1897165482,2/17/2016 18:09:24,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""A bus from Astor Place to where, sir"",""result"":""yes""}","A bus from Astor Place to where, sir","inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"confirm: from_stop=Astor Place, vehicle=bus; request: to_stop=?",confirm-request,i would like the bus connection from Astor Place
885131115,2/17/2016 19:50:50,1897233248,2/17/2016 19:46:24,false,inboxpounds,0.3333,36481861,GBR,K6,Portsmouth,87.83.36.50,"{""text"":""Where would you like to go to via bus from Astor Place?"",""result"":""yes""}",Where would you like to go to via bus from Astor Place?,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"confirm: from_stop=Astor Place, vehicle=bus; request: to_stop=?",confirm-request,i would like the bus connection from Astor Place
