_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
882940706,2/15/2016 18:27:45,1894720868,2/15/2016 18:00:06,false,elite,0.3333,36350388,USA,FL,Lehigh Acres,74.4.94.222,"{""text"":""The arrival time will be 7:43pm."",""result"":""yes""}",The arrival time will be 7:43pm.,"request(arrival_time=""*ARRIVAL_TIME"")",what's the arrival time at the destination,arrival_time=7:43pm,reply,what's the arrival time at the destination
882940707,2/15/2016 16:53:15,1894645409,2/15/2016 16:51:36,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Sure, where are you going to?"",""result"":""yes""}","Sure, where are you going to?","inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882940707,2/15/2016 18:00:43,1894702094,2/15/2016 17:57:39,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""YOU CAN GO to what stop from what stop"",""result"":""yes""}",YOU CAN GO to what stop from what stop,"inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882940707,2/15/2016 18:27:45,1894720866,2/15/2016 18:00:06,false,elite,0.3333,36350388,USA,FL,Lehigh Acres,74.4.94.222,"{""text"":""Could you tell me to what station?"",""result"":""yes""}","Yes, I can do that. Could you tell me to what station?","inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,to_stop=?,request,yes i would like to know when i could catch the next transportation from Penn Station
882940709,2/15/2016 16:53:15,1894645399,2/15/2016 16:51:36,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Okay, a connection at 6:00? Where are you going from and where do you want to go to? "",""result"":""yes""}","Okay, a connection at 6:00? Where are you going from and where do you want to go to?","inform(departure_time=""*DEPARTURE_TIME"")",is there a connection at *NUMBER pm,"confirm: departure_time=6:00; request: from_stop=?, to_stop=?",confirm-request,is there a connection at six pm
882940709,2/15/2016 18:00:43,1894702097,2/15/2016 17:57:39,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""there is a connection at 6:00pm from what stop to what stop"",""result"":""yes""}",there is a connection at 6:00pm from what stop to what stop,"inform(departure_time=""*DEPARTURE_TIME"")",is there a connection at *NUMBER pm,"confirm: departure_time=6:00; request: from_stop=?, to_stop=?",confirm-request,is there a connection at six pm
882940709,2/15/2016 18:27:45,1894720865,2/15/2016 18:00:06,false,elite,0.3333,36350388,USA,FL,Lehigh Acres,74.4.94.222,"{""text"":""Yes, there is a connection at 6:00 pm. Could you please provide me what station are you coming from and to what station the destination?"",""result"":""yes""}","Yes, there is a connection at 6:00 pm. Could you please provide me what station are you coming from and to what destination?","inform(departure_time=""*DEPARTURE_TIME"")",is there a connection at *NUMBER pm,"confirm: departure_time=6:00; request: from_stop=?, to_stop=?",confirm-request,is there a connection at six pm
882940710,2/15/2016 16:53:15,1894645402,2/15/2016 16:51:36,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""It is going to take 17 minutes."",""result"":""yes""}",It is going to take 17 minutes.,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)",*STOP to *STOP how long will it take,duration=17 minutes,reply,Bryant Park to Canal Street how long will it take
882940710,2/15/2016 18:00:43,1894702107,2/15/2016 17:57:39,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""it will take 17 minutes from stop Bryant Park to stop Canal Street"",""result"":""yes""}",it will take 17 minutes from stop Bryant Park to stop Canal Street,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)",*STOP to *STOP how long will it take,duration=17 minutes,reply,Bryant Park to Canal Street how long will it take
882940710,2/15/2016 18:27:45,1894720869,2/15/2016 18:00:06,false,elite,0.3333,36350388,USA,FL,Lehigh Acres,74.4.94.222,"{""text"":""It will take 17 minutes from Bryant Park to Canal Street."",""result"":""yes""}",It will take 17 minutes from Bryant Park to Canal Street.,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)",*STOP to *STOP how long will it take,duration=17 minutes,reply,Bryant Park to Canal Street how long will it take
882940711,2/15/2016 16:55:08,1894647126,2/15/2016 16:53:16,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Sorry, a later time can not be found unfortunately. "",""result"":""yes""}","Sorry, a later time can not be found unfortunately.","inform(alternative=""next"")",is there a schedule at a later time,"*=notfound, alternative=next",apologize,is there a schedule at a later time
882940711,2/15/2016 17:28:17,1894673681,2/15/2016 17:24:25,false,neodev,0.5,31085823,USA,OH,Mansfield,173.88.128.144,"{""text"":""I'm sorry this is not found.  There is nothing at a later time."",""result"":""yes""}",I'm sorry this is not found.  There is nothing at a later time.,"inform(alternative=""next"")",is there a schedule at a later time,"*=notfound, alternative=next",apologize,is there a schedule at a later time
882940711,2/15/2016 18:03:29,1894704206,2/15/2016 18:00:44,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""I am sorry not found a schedule at next time, later time or after time"",""result"":""yes""}","I am sorry not found a schedule at next time, later time or after time","inform(alternative=""next"")",is there a schedule at a later time,"*=notfound, alternative=next",apologize,is there a schedule at a later time
882940713,2/15/2016 16:48:39,1894641471,2/15/2016 16:44:34,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""I understand you want to leave from Columbia University , where are you going to?"",""result"":""yes""}","I understand you want to leave from Columbia University , where are you going to?","inform(from_stop=""*STREET"")",i need -tation route departing from *STOP,confirm: from_stop=Columbia University; request: to_stop=?,confirm-request,i need -tation route departing from Columbia University
882940713,2/15/2016 20:08:34,1894789504,2/15/2016 19:59:43,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""Where do you want to go too when you leave from Columbia University."",""result"":""yes""}",Where do you want to go too when you leave from Columbia University.,"inform(from_stop=""*STREET"")",i need -tation route departing from *STOP,confirm: from_stop=Columbia University; request: to_stop=?,confirm-request,i need -tation route departing from Columbia University
882940713,2/15/2016 21:12:10,1894832110,2/15/2016 20:50:10,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Do you need orientation to go in the route departing from Columbia University to which place ?"",""result"":""yes""}",Do you need orientation to go in the route departing from Columbia University to which place ?,"inform(from_stop=""*STREET"")",i need -tation route departing from *STOP,confirm: from_stop=Columbia University; request: to_stop=?,confirm-request,i need -tation route departing from Columbia University
882940715,2/15/2016 16:55:08,1894647123,2/15/2016 16:53:16,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Sorry, a route from Delancey Street to Central Park can not be found. "",""result"":""yes""}","Sorry, a route from Delancey Street to Central Park can not be found.","inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",i would like to travel from *STOP to *STOP,"*=notfound, from_stop=Delancey Street, to_stop=Central Park",apologize,i would like to travel from Delancey Street to Central Park
882940715,2/15/2016 17:28:17,1894673680,2/15/2016 17:24:25,false,neodev,0.5,31085823,USA,OH,Mansfield,173.88.128.144,"{""text"":""I'm sorry I this is not found.  I cannot find anything from Delancey Street to Central Park."",""result"":""yes""}",I'm sorry I this is not found.  I cannot find anything from Delancey Street to Central Park.,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",i would like to travel from *STOP to *STOP,"*=notfound, from_stop=Delancey Street, to_stop=Central Park",apologize,i would like to travel from Delancey Street to Central Park
882940715,2/15/2016 18:03:29,1894704217,2/15/2016 18:00:44,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""I am sorry not found from stop Delancey Street to stop Central Park"",""result"":""yes""}",I am sorry not found from stop Delancey Street to stop Central Park,"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")",i would like to travel from *STOP to *STOP,"*=notfound, from_stop=Delancey Street, to_stop=Central Park",apologize,i would like to travel from Delancey Street to Central Park
882940716,2/15/2016 16:51:35,1894643965,2/15/2016 16:48:40,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""I understand you want a later connection, there is one in 12 minutes."",""result"":""yes""}","I understand you want a later connection, there is one in 12 minutes.","request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=12 minutes,confirm-reply,time requirements and next connection
882940716,2/15/2016 18:58:13,1894743149,2/15/2016 18:53:31,false,clixsense,0.5,19638651,USA,SC,Myrtle Beach,174.107.64.106,"{""text"":""I understand that you are asking whether the next connection will arrive within 12 minutes."",""result"":""yes""}",I understand that you are asking whether the next connection will arrive within 12 minutes.,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=12 minutes,confirm-reply,time requirements and next connection
882940716,2/15/2016 19:31:31,1894763976,2/15/2016 19:27:11,false,instagc,0.3333,16469970,USA,OK,Broken Arrow,72.192.89.181,"{""text"":""I understand; the next connection will be made in 12 minutes."",""result"":""yes""}",I understand; the next connection will be made in 12 minutes.,"request(duration)&inform(alternative=""next"")",time requirements and next connection,confirm: alternative=next; reply: duration=12 minutes,confirm-reply,time requirements and next connection
882940717,2/15/2016 16:48:39,1894641469,2/15/2016 16:44:34,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Take the 8:07am bus from Fulton Street directly to Roosevelt Island, The line number for the bus is M9."",""result"":""yes""}","Take the 8:07am bus from Fulton Street directly to Roosevelt Island, The line number for the bus is M9.","inform(from_stop=""*STREET"")",from *STOP ,"vehicle=bus, line=M9, direction=Roosevelt Island, from_stop=Fulton Street, departure_time=8:07am",reply,from Fulton Street 
882940717,2/15/2016 20:08:34,1894789508,2/15/2016 19:59:43,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""Take the bus from Fulton street, line m9 , leaving at 8:07am in the direction of Roosevelt island."",""result"":""yes""}","Take the bus from Fulton street, line m9 , leaving at 8:07am in the direction of Roosevelt island.","inform(from_stop=""*STREET"")",from *STOP ,"vehicle=bus, line=M9, direction=Roosevelt Island, from_stop=Fulton Street, departure_time=8:07am",reply,from Fulton Street 
882940717,2/15/2016 21:12:10,1894832112,2/15/2016 20:50:10,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""You must take the bus going to  the line M9 thah bus permit to you go to dir Roosevelt Island from Fulton Street at 8:07am"",""result"":""yes""}",You must take the bus going to  the line M9 thah bus permit to you go to dir Roosevelt Island from Fulton Street at 8:07am,"inform(from_stop=""*STREET"")",from *STOP ,"vehicle=bus, line=M9, direction=Roosevelt Island, from_stop=Fulton Street, departure_time=8:07am",reply,from Fulton Street 
882940718,2/15/2016 16:58:02,1894649356,2/15/2016 16:55:09,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""It will take 67 minutes, let me just check when the next connection is."",""result"":""yes""}","It will take 67 minutes, let me just check when the next connection is.","request(departure_time=""*DEPARTURE_TIME"")&request(duration)&inform(alternative=""next"")",ok how long will that take and when is the next connection,duration=67 minutes,reply,ok how long will that take and when is the next connection
882940718,2/15/2016 20:16:24,1894795204,2/15/2016 20:08:35,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""The journey will take about 67 minutes."",""result"":""yes""}",The journey will take about 67 minutes.,"request(departure_time=""*DEPARTURE_TIME"")&request(duration)&inform(alternative=""next"")",ok how long will that take and when is the next connection,duration=67 minutes,reply,ok how long will that take and when is the next connection
882940718,2/15/2016 22:06:35,1894868317,2/15/2016 21:59:53,false,personaly,0.3333,35992269,USA,NY,New York,199.168.151.168,"{""text"":""It will take 67 minutes."",""result"":""yes""}",It will take 67 minutes and the next connection departs at 10:02am.,"request(departure_time=""*DEPARTURE_TIME"")&request(duration)&inform(alternative=""next"")",ok how long will that take and when is the next connection,duration=67 minutes,reply,ok how long will that take and when is the next connection
882940720,2/15/2016 16:51:35,1894643961,2/15/2016 16:48:40,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""It is 48 minutes and you will arrive at 7:2am."",""result"":""yes""}",It is 48 minutes and you will arrive at 7:2am.,"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)",what is the time needed and the arrival time,"duration=48 minutes, arrival_time=7:2am",reply,what is the time needed and the arrival time
882940720,2/15/2016 18:58:13,1894743145,2/15/2016 18:53:31,false,clixsense,0.5,19638651,USA,SC,Myrtle Beach,174.107.64.106,"{""text"":""It will take 48 minutes to reach your destination and you will arrive at 7:2am."",""result"":""yes""}",It will take 48 minutes to reach your destination and you will arrive at 7:2am.,"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)",what is the time needed and the arrival time,"duration=48 minutes, arrival_time=7:2am",reply,what is the time needed and the arrival time
882940720,2/15/2016 19:31:31,1894763971,2/15/2016 19:27:11,false,instagc,0.3333,16469970,USA,OK,Broken Arrow,72.192.89.181,"{""text"":""The time needed for your destination is 48 minutes and you will arrive at 7:2am."",""result"":""yes""}",The time needed for your destination is 48 minutes and you will arrive at 7:2am.,"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)",what is the time needed and the arrival time,"duration=48 minutes, arrival_time=7:2am",reply,what is the time needed and the arrival time
882940721,2/15/2016 16:48:39,1894641473,2/15/2016 16:44:34,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""The second option is to take the 4:02pm subway from Inwood  directly to Marble Hill. The line number is J. "",""result"":""yes""}",The second option is to take the 4:02pm subway from Inwood  directly to Marble Hill. The line number is J.,"inform(alternative=""2"")",can you give me the second option,"vehicle=subway, line=J, direction=Marble Hill, from_stop=Inwood, departure_time=4:02pm",reply,can you give me the second option
882940721,2/15/2016 20:08:34,1894789506,2/15/2016 19:59:43,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""The second option is to take the subway at 4:02pm  from Inwood, use line J in the dir of marble hill."",""result"":""yes""}","The second option is to take the subway at 4:02pm  from Inwood, use line J in the dir of marble hill.","inform(alternative=""2"")",can you give me the second option,"vehicle=subway, line=J, direction=Marble Hill, from_stop=Inwood, departure_time=4:02pm",reply,can you give me the second option
882940721,2/15/2016 21:12:10,1894832117,2/15/2016 20:50:10,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""You must take the subway in the line J this subway pemit to you go  to dir Marble Hill from Inwood at 4:02pm"",""result"":""yes""}",You must take the subway in the line J this subway pemit to you go  to dir Marble Hill from Inwood at 4:02pm,"inform(alternative=""2"")",can you give me the second option,"vehicle=subway, line=J, direction=Marble Hill, from_stop=Inwood, departure_time=4:02pm",reply,can you give me the second option
882940722,2/15/2016 16:51:35,1894643955,2/15/2016 16:48:40,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Where would you like to take the bus from and where would you like to go to?"",""result"":""yes""}",Where would you like to take the bus from and where would you like to go to?,"inform(vehicle=""*VEHICLE"")",can i get a *VEHICLE,"from_stop=?, to_stop=?",request,can i get a bus
882940722,2/15/2016 18:58:13,1894743147,2/15/2016 18:53:31,false,clixsense,0.5,19638651,USA,SC,Myrtle Beach,174.107.64.106,"{""text"":""Please tell me from where to where you would like to take bus."",""result"":""yes""}",Please tell me from what location to what other location you would like to take bus.,"inform(vehicle=""*VEHICLE"")",can i get a *VEHICLE,"from_stop=?, to_stop=?",request,can i get a bus
882940722,2/15/2016 19:31:31,1894763974,2/15/2016 19:27:11,false,instagc,0.3333,16469970,USA,OK,Broken Arrow,72.192.89.181,"{""text"":""Where would you like to go from and to where?"",""result"":""yes""}",Where would you like to go from and to where?,"inform(vehicle=""*VEHICLE"")",can i get a *VEHICLE,"from_stop=?, to_stop=?",request,can i get a bus
882940723,2/15/2016 16:53:15,1894645403,2/15/2016 16:51:36,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""A route to Rockefeller Center can not be found, I am sorry."",""result"":""yes""}","A route to Rockefeller Center can not be found, I am sorry.","inform(to_stop=""*STREET"")",to *STOP,"*=notfound, to_stop=Rockefeller Center",apologize,to Rockefeller Center
882940723,2/15/2016 18:00:43,1894702093,2/15/2016 17:57:39,false,zoombucks,0.4167,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""I am sorry not found for stop to Rockefeller Center"",""result"":""yes""}",I am sorry not found for stop to Rockefeller Center,"inform(to_stop=""*STREET"")",to *STOP,"*=notfound, to_stop=Rockefeller Center",apologize,to Rockefeller Center
882940723,2/15/2016 18:27:45,1894720867,2/15/2016 18:00:06,false,elite,0.3333,36350388,USA,FL,Lehigh Acres,74.4.94.222,"{""text"":""I'm sorry,  the information to Rockefeller center  is not found."",""result"":""yes""}","I'm sorry,  the information to Rockefeller center  is not found.","inform(to_stop=""*STREET"")",to *STOP,"*=notfound, to_stop=Rockefeller Center",apologize,to Rockefeller Center
882940724,2/15/2016 16:58:02,1894649373,2/15/2016 16:55:09,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""From Essex Street? Let me just check."",""result"":""yes""}",From Essex Street? Let me just check.,"inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,from_stop=Essex Street,confirm,yes i would like to know when i could catch the next transportation from Essex Street
882940724,2/15/2016 20:16:24,1894795201,2/15/2016 20:08:35,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""I will find out for you when the next transportation from Essex street is."",""result"":""yes""}",I will find out for you when the next transportation from Essex street is.,"inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,from_stop=Essex Street,confirm,yes i would like to know when i could catch the next transportation from Essex Street
882940724,2/15/2016 22:06:35,1894868323,2/15/2016 21:59:53,false,personaly,0.3333,35992269,USA,NY,New York,199.168.151.168,"{""text"":""I understand that you want to travel from Essex Street, is that right?"",""result"":""yes""}","I understand that you want to travel from Essex Street, is that right?","inform(from_stop=""*STOP"")",yes i would like to know when i could catch the next transportation from *STOP,from_stop=Essex Street,confirm,yes i would like to know when i could catch the next transportation from Essex Street
882940725,2/15/2016 16:51:35,1894643954,2/15/2016 16:48:40,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""I'm sorry but this route can not be found via subway."",""result"":""yes""}",I'm sorry but this route can not be found via subway.,"inform(vehicle=""*VEHICLE"")",by *VEHICLE,"*=notfound, vehicle=subway",apologize,by subway
882940725,2/15/2016 18:58:13,1894743146,2/15/2016 18:53:31,false,clixsense,0.5,19638651,USA,SC,Myrtle Beach,174.107.64.106,"{""text"":""I'm sorry but that subway stop was not found."",""result"":""yes""}",I'm sorry but that subway stop was not found.,"inform(vehicle=""*VEHICLE"")",by *VEHICLE,"*=notfound, vehicle=subway",apologize,by subway
882940725,2/15/2016 19:31:31,1894763979,2/15/2016 19:27:11,false,instagc,0.3333,16469970,USA,OK,Broken Arrow,72.192.89.181,"{""text"":""I am sorry but it can not be found where by subway is located."",""result"":""yes""}",I am sorry but it can not be found where by subway is located.,"inform(vehicle=""*VEHICLE"")",by *VEHICLE,"*=notfound, vehicle=subway",apologize,by subway
882940727,2/15/2016 16:48:39,1894641472,2/15/2016 16:44:34,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""You would like to get the bus to Times Square from Delancey, that's fine. "",""result"":""yes""}","You would like to get the bus to Times Square from Delancey, that's fine.","inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",ride on the *VEHICLE from delancey to *STOP,"to_stop=Times Square, vehicle=bus",confirm,ride on the bus from delancey to Times Square
882940727,2/15/2016 20:08:34,1894789505,2/15/2016 19:59:43,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""Use the bus to travel to Times square"",""result"":""yes""}",Use the bus to travel to Times square,"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",ride on the *VEHICLE from delancey to *STOP,"to_stop=Times Square, vehicle=bus",confirm,ride on the bus from delancey to Times Square
882940727,2/15/2016 21:12:10,1894832111,2/15/2016 20:50:10,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Do you want to ride on the bus from  delancey to Times Square?"",""result"":""yes""}",Do you want to ride on the bus from  delancey to Times Square ?,"inform(to_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",ride on the *VEHICLE from delancey to *STOP,"to_stop=Times Square, vehicle=bus",confirm,ride on the bus from delancey to Times Square
882940728,2/15/2016 16:48:39,1894641468,2/15/2016 16:44:34,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Where would you like to go to?"",""result"":""yes""}",Where would you like to go to?,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882940728,2/15/2016 20:08:34,1894789502,2/15/2016 19:59:43,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""What time do you wish to leave?"",""result"":""yes""}",What time do you wish to leave?,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882940728,2/15/2016 21:12:10,1894832118,2/15/2016 20:50:10,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Do you need to go from Time Square to which place"",""result"":""yes""}",Do you need to go from Time Square to which place ?,"inform(from_stop=""*STREET"")",i would like to go from *STOP,to_stop=?,request,i would like to go from Times Square
882940729,2/15/2016 16:58:02,1894649368,2/15/2016 16:55:09,false,vivatic,1.0,32338429,GBR,F2,Aldershot,92.3.95.165,"{""text"":""Sure, there is a subway from Wall Street that goes directly to Washington Square at 7:09am. The line number is 3. "",""result"":""yes""}","Sure, there is a subway from Wall Street that goes directly to Washington Square at 7:09am. The line number is 3.","inform(alternative=""next"")",okay can i get another ride,"direction=Washington Square, from_stop=Wall Street, vehicle=subway, line=3, departure_time=7:09am",reply,okay can i get another ride
882940729,2/15/2016 20:16:24,1894795203,2/15/2016 20:08:35,false,prodege,0.5,16101132,GBR,G1,Hounslow,5.66.95.255,"{""text"":""You can ride the subway from Wall Street in the direction of Washington square, the next train is at 7:09am on line 3"",""result"":""yes""}","You can ride the subway from Wall Street in the direction of Washington square, the next train is at 7:09am on line 3","inform(alternative=""next"")",okay can i get another ride,"direction=Washington Square, from_stop=Wall Street, vehicle=subway, line=3, departure_time=7:09am",reply,okay can i get another ride
882940729,2/15/2016 22:06:35,1894868321,2/15/2016 21:59:53,false,personaly,0.3333,35992269,USA,NY,New York,199.168.151.168,"{""text"":""You can take the subway line 3 with a dir towards Washington Square from Wall Street. The next train departs at 7:09am."",""result"":""yes""}",You can take the subway line 3 with a dir towards Washington Square from Wall Street. The next train departs at 7:09am.,"inform(alternative=""next"")",okay can i get another ride,"direction=Washington Square, from_stop=Wall Street, vehicle=subway, line=3, departure_time=7:09am",reply,okay can i get another ride
