> SYSTEM :	confirm(to_street="Dikeman St") 	Do you want to arrive at dikeman street?
> USER :	request(duration) 	how long will it take to get to my destination
> SYSTEM :	confirm(to_street="Dikeman St") 	Do you want to arrive at dikeman street?
> USER :	affirm() 	yes
> SYSTEM :	confirm(to_stop="Columbia University") 	Do you wish to go to columbia university?
> USER :	affirm() 	yes
> SYSTEM :	confirm(in_city="Pledger") 	Is Pledger correct?
> SYSTEM :	silence() 	None
> USER :	affirm() 	yes
> SYSTEM :	confirm(from_city="Henning") 	Do you want to depart from Henning?
> SYSTEM :	silence() 	None
> USER :	null() 	(hum) that's fine
> SYSTEM :	confirm(from_city="Henning") 	Do you want to go from Henning?
> USER :	affirm() 	yes
> SYSTEM :	inform(stops_conflict="no_stops")&help(inform="from_stop") 	Before requesting details, you have to specify the route first.Excuse me, but I don't know where you want to go from, nor where to. For instance you can say, I would like to go from Times Square.
> SYSTEM :	silence() 	None
> USER :	negate()&inform(stop="Columbia University") 	i'm at columbia university
> SYSTEM :	iconfirm(to_borough="Manhattan")&apology()&inform(from_city="Henning")&inform(to_city="New York")&inform(to_stop="Columbia University") 	To Manhattan, I'm sorry, a connection from Henning to columbia university at New York was not found.
> USER :	inform(to_street="Dikeman St") 	and i am going to visit dyckman street
> SYSTEM :	iconfirm(to_borough="Manhattan")&apology()&inform(from_city="Henning")&inform(to_city="New York")&inform(to_stop="Columbia University") 	To Manhattan, I'm sorry, a connection from Henning to columbia university at New York was not found.
> SYSTEM :	silence() 	None
> USER :	inform(stop="Columbia University") 	departure stop columbia university
> SYSTEM :	silence() 	None
> USER :	inform(to_street="Dikeman St") 	going to dyckman street
> SYSTEM :	irepeat() 	To Manhattan, I'm sorry, a connection from Henning to columbia university at New York was not found.
> USER :	inform(in_city="Edom") 	do you have an alternative at a later time oh
> SYSTEM :	confirm(in_city="Edom") 	Is Edom right?
> SYSTEM :	silence() 	None
> USER :	inform(to_stop="City Hall")&inform(to_city="University")&inform(to_city="Macclenny") 	i'm at columbia university i'm going to city hall
> SYSTEM :	iconfirm(to_city="University")&iconfirm(to_stop="City Hall")&confirm(in_city="Edom") 	To University, To city hall, Is Edom correct?
> SYSTEM :	silence() 	None
> USER :	affirm() 	yes
> SYSTEM :	iconfirm(to_borough="Manhattan")&apology()&inform(from_city="Henning")&inform(to_city="University")&inform(to_stop="City Hall") 	To Manhattan, I'm sorry, a connection from Henning to city hall at University was not found.
> USER :	inform(city="Sonoma")&negate() 	no start over
> SYSTEM :	iconfirm(to_borough="Manhattan")&apology()&inform(from_city="Henning")&inform(to_city="University")&inform(to_stop="City Hall") 	To Manhattan, I'm sorry, a connection from Henning to city hall at University was not found.
> USER :	negate() 	no
> SYSTEM :	notunderstood() 	I could not understand.
> USER :	inform(city="Darby") 	none
> SYSTEM :	iconfirm(to_borough="Manhattan")&apology()&inform(from_city="Henning")&inform(to_city="University")&inform(to_stop="City Hall") 	To Manhattan, I'm sorry, a connection from Henning to city hall at University was not found.
> USER :	null() 	none
> SYSTEM :	irepeat() 	To Manhattan, I'm sorry, a connection from Henning to city hall at University was not found.
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 3, 2, 9, 2 . I repeat, Your code is 3, 2, 9, 2 . I repeat, Your code is 3, 2, 9, 2 .") bye() 	Your code is 3, 2, 9, 2 . I repeat, Your code is 3, 2, 9, 2 . I repeat, Your code is 3, 2, 9, 2 . Thank you for calling, good bye.


> SYSTEM :	hello() 	Hello, this is Alex, public transport information, the call is recorded, how may I help you?
> SYSTEM :	silence() 	None
> USER :	null() 	i am at columbia university and i'm going to city hall
> SYSTEM :	request(to_stop) 	Where are you heading?
> SYSTEM :	silence() 	None
> USER :	inform(street="Dikeman St") 	dyckman street
> SYSTEM :	request(to_stop) 	where are you traveling to?
> USER :	inform(stop="City Hall") 	city hall
> SYSTEM :	iconfirm(to_stop="City Hall")&request(from_stop) 	Alright, to city hall, Where do you want to go from?
> USER :	inform(stop="Columbia University") 	columbia university
> SYSTEM :	iconfirm(from_stop="Columbia University")&inform(found_directions="true")&inform(alternative="first")&inform(walk_to="hundred and sixteenth street , columbia university")&inform(vehicle="subway")&inform(line="1")&inform(departure_time="11:09:AM")&inform(enter_at="hundred and sixteenth street , columbia university")&inform(headsign="South Ferry Loop")&inform(exit_at="times square , forty second street")&inform(transfer="true")&inform(vehicle="subway")&inform(line="R")&inform(departure_time="11:30:AM")&inform(headsign="Bay Ridge - 95 St")&inform(exit_at="city hall") 	You want to go from columbia university, first connection, Walk to hundred and sixteenth street , columbia university. Take the subway 1 at eleven nine A M from hundred and sixteenth street , columbia university towards south ferry loop. Transfer at times square , forty second street to a subway R, that goes at eleven thirty A M Towards bay ridge , ninety fifth street. Get off at city hall.
> USER :	request(duration)&inform(to_city="Little") 	how long will it take to get to city hall
> SYSTEM :	iconfirm(to_city="Little")&inform(duration="0:34") 	To Little, It takes about thirty four minutes.
> USER :	null() 	do you have an alternative at a later time
> SYSTEM :	iconfirm(from_city="New York")&apology()&inform(stops_conflict="incompatible")&inform(to_city="Little")&inform(to_stop="City Hall") 	From New York, I'm sorry, there is an incompatibility, to the city hall in Little,
> USER :	inform(ampm="evening")&inform(to_city="Biggs") 	(unint) schedule at six in the evening
> SYSTEM :	iconfirm(ampm="evening")&confirm(to_city="Biggs") 	In the evening. Do you want to go to Biggs?
> USER :	inform(ampm="evening")&inform(task="find_connection") 	same destination in the evening at six
> SYSTEM :	confirm(to_city="Biggs") 	Do you want to arrive in Biggs?
> USER :	inform(to_city="Hall")&inform(from_city="Rising City") 	i want to ride in city hall
> SYSTEM :	iconfirm(to_city="Hall")&apology()&inform(stops_conflict="incompatible")&inform(from_city="Rising City")&inform(from_stop="Columbia University") 	To Hall, I'm sorry, there is an incompatibility, from the columbia university in Rising City,
> SYSTEM :	silence() 	None
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 2, 1, 5, 7 . I repeat, Your code is 2, 1, 5, 7 . I repeat, Your code is 2, 1, 5, 7 .") bye() 	Your code is 2, 1, 5, 7 . I repeat, Your code is 2, 1, 5, 7 . I repeat, Your code is 2, 1, 5, 7 . Good bye.


> SYSTEM :	hello() 	Hello, this is Alex, public transport information, the call is recorded, how may I help you?
> USER :	null() 	i'm looking for an itinerary
> SYSTEM :	request(to_stop) 	Where do you want to go to?
> USER :	inform(from_street="Chambers St") 	(hum) chambers street
> SYSTEM :	iconfirm(from_stop="Chambers St")&request(to_stop) 	From chambers street, Where do you want to travel to?
> USER :	inform(street="Rector St") 	rector street
> SYSTEM :	iconfirm(to_stop="Rector St")&inform(found_directions="true")&inform(alternative="first")&inform(vehicle="subway")&inform(line="1")&inform(departure_time="02:15:PM")&inform(enter_at="chambers street")&inform(headsign="South Ferry Loop")&inform(exit_at="rector street") 	Alright, to rector street, first connection, Take the subway 1 at two fifteen P M from chambers street towards south ferry loop. Get off at rector street.
> SYSTEM :	silence() 	None
> USER :	request(duration) 	how long will that take
> SYSTEM :	inform(duration="0:03") 	It takes about three minutes.
> USER :	inform(vehicle="bus") 	alright if i go by bus
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> USER :	inform(city="Arcade") 	ok
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> USER :	null() 	is there a way to
> SYSTEM :	help(inform="departure_time") 	For example, you can specify the time you want to leave.
> USER :	inform(city="Keaau") 	p m
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> SYSTEM :	silence() 	None
> USER :	null() 	alright if
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> USER :	null() 	is there
> SYSTEM :	help(inform="from_stop") 	For example you can say, from Central Park.
> USER :	negate()&inform(vehicle="bus") 	a way to go not by bus
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> USER :	null() 	six o'clock
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> SYSTEM :	silence() 	None
> USER :	inform(task="find_connection")&inform(from_street="Chambers St") 	i would like to go from chambers street to
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> USER :	inform(street="Rector St") 	to rector street at six o'clock
> SYSTEM :	apology()&inform(from_city="Manhattan")&inform(from_stop="Chambers St")&inform(to_city="New York")&inform(to_stop="Rector St")&inform(vehicle="bus") 	I'm sorry, a connection from chambers street at Manhattan to rector street at New York by bus was not found.
> SYSTEM :	silence() 	None
> USER :	thankyou()&bye()&ack() 	okay thank you goodbye
> SYSTEM :	say(text="Your code is 6, 2, 1, 9 . I repeat, Your code is 6, 2, 1, 9 . I repeat, Your code is 6, 2, 1, 9 .") bye() 	Your code is 6, 2, 1, 9 . I repeat, Your code is 6, 2, 1, 9 . I repeat, Your code is 6, 2, 1, 9 . Thank you for calling, good bye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation, the call is recorded, how may I help you?
> USER :	null() 	i am looking for an itinerary
> SYSTEM :	request(to_stop) 	Where do you want to go to?
> USER :	inform(to_street="Dikeman St")&inform(to_stop="Columbia University")&inform(in_city="Henning") 	(hum) i want to stop at columbia university but i am heading to dyckman street
> SYSTEM :	iconfirm(to_stop="Columbia University")&iconfirm(to_street="Dikeman St")&confirm(in_city="Henning") 	To columbia university, Alright, to dikeman street, Is Henning right?
> USER :	affirm() 	yes
> SYSTEM :	request(from_stop) 	Where are you leaving from?
> SYSTEM :	silence() 	None
> USER :	inform(stop="Columbia University") 	columbia university
> SYSTEM :	apology()&inform(stops_conflict="thesame")&inform(from_stop="Columbia University")&inform(to_stop="Columbia University") 	I'm sorry, but I think I misunderstood you. I assume, you don't want to go from columbia university to columbia university.
> SYSTEM :	silence() 	None
> USER :	request(duration)&inform(to_stop="Columbia University") 	how long will it take to get to columbia university to
> SYSTEM :	inform(stops_conflict="no_stops") 	Excuse me, but you did not specify the route.
> USER :	inform(street="Dikeman St") 	dyckman street
> SYSTEM :	apology()&inform(stops_conflict="thesame")&inform(from_stop="Columbia University")&inform(to_stop="Columbia University") 	I got something wrong here. I suppose, you don't wish to go from columbia university to columbia university.
> USER :	inform(to_stop="City Hall") 	i need to go to city hall
> SYSTEM :	iconfirm(to_stop="City Hall")&inform(found_directions="true")&inform(alternative="first")&inform(walk_to="hundred and sixteenth street , columbia university")&inform(vehicle="subway")&inform(line="1")&inform(departure_time="04:15:PM")&inform(enter_at="hundred and sixteenth street , columbia university")&inform(headsign="South Ferry Loop")&inform(exit_at="seventy second street")&inform(transfer="true")&inform(vehicle="subway")&inform(line="3")&inform(departure_time="04:24:PM")&inform(headsign="New Lots Av")&inform(exit_at="park place")&inform(walk_to="FINAL_DEST") 	You want to go to city hall, first connection, Walk to hundred and sixteenth street , columbia university. Take the subway 1 at four fifteen P M from hundred and sixteenth street , columbia university towards south ferry loop. Transfer at seventy second street to a subway 3, that goes at four twenty four P M Towards new lots avenue. Get off at park place and walk to your destination.
> USER :	request(duration) 	how long will that trip take
> SYSTEM :	inform(duration="0:23") 	It takes about twenty three minutes.
> USER :	inform(time="6:00")&inform(ampm="pm") 	is there a time i can leave at six p m
> SYSTEM :	iconfirm(ampm="pm")&iconfirm(time="6:00")&inform(found_directions="true")&inform(alternative="first")&inform(walk_to="hundred and sixteenth street , columbia university")&inform(vehicle="subway")&inform(line="1")&inform(departure_time="06:03:PM")&inform(enter_at="hundred and sixteenth street , columbia university")&inform(headsign="South Ferry Loop")&inform(exit_at="ninety sixth street")&inform(transfer="true")&inform(vehicle="subway")&inform(line="2")&inform(departure_time="06:10:PM")&inform(headsign="Flatbush Av - Brooklyn College")&inform(exit_at="park place")&inform(walk_to="FINAL_DEST") 	At six in the afternoon, first connection, Walk to hundred and sixteenth street , columbia university. Take the subway 1 at six o three P M from hundred and sixteenth street , columbia university towards south ferry loop. Transfer at ninety sixth street to a subway 2, that goes at six ten P M Towards flatbush avenue , brooklyn college. Get off at park place and walk to your destination.
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 1, 1, 0, 9 . I repeat, Your code is 1, 1, 0, 9 . I repeat, Your code is 1, 1, 0, 9 .") bye() 	Your code is 1, 1, 0, 9 . I repeat, Your code is 1, 1, 0, 9 . I repeat, Your code is 1, 1, 0, 9 . Good bye.


> SYSTEM :	hello() 	Hello, this is Alex, public transport information, the call is recorded, how may I help you?
> SYSTEM :	silence() 	None
> SYSTEM :	silence() 	None
> USER :	inform(task="find_connection") 	i would like to find out about a connection
> SYSTEM :	request(to_stop) 	What is your destination?
> USER :	inform(to_street="Union St")&inform(from_city="Roosevelt") 	roosevelt to union street
> SYSTEM :	iconfirm(to_stop="Union St")&iconfirm(from_city="Roosevelt")&request(to_borough) 	To union street, From Roosevelt, What borough do you want to travel to?
> USER :	inform(stop="Central Park") 	central park
> SYSTEM :	request(to_borough) 	What borough do you want to travel to?
> USER :	null() 	central park
> SYSTEM :	request(to_borough) 	What borough do you want to travel to?
> SYSTEM :	silence() 	None
> USER :	null() 	central park
> SYSTEM :	request(to_borough) 	What borough do you want to travel to?
> SYSTEM :	silence() 	None
> SYSTEM :	silence() 	None
> USER :	inform(street="Union St") 	union street
> SYSTEM :	request(to_borough) 	What borough are you travelling to?
> USER :	null() 	(unint)
> SYSTEM :	confirm(from_city="Roosevelt") 	Do you want to depart from Roosevelt?
> USER :	null() 	yes
> SYSTEM :	request(to_borough) 	What borough are you travelling to?
> SYSTEM :	silence() 	None
> SYSTEM :	silence() 	None
> USER :	inform(city="Lonoke") 	(unint)
> SYSTEM :	request(to_borough) 	What borough are you travelling to?
> SYSTEM :	silence() 	None
> SYSTEM :	silence() 	None
> SYSTEM :	silence() 	None
> USER :	help() 	help
> SYSTEM :	help(inform="num_transfers") 	You can narrow your search by limiting the number of transfers.
> SYSTEM :	silence() 	None
> USER :	request(duration) 	how long does it take
> SYSTEM :	inform(stops_conflict="no_stops")&help(inform="from_stop") 	I'm sorry, but I don't have any idea where you are heading. For instance you can say, I would like to go from Central Park.
> USER :	inform(to_stop="Central Park")&inform(task="find_connection") 	i would like to go to central park
> SYSTEM :	iconfirm(to_stop="Central Park")&iconfirm(to_city="New York")&iconfirm(from_city="Roosevelt")&iconfirm(to_borough="Manhattan")&inform(found_directions="true")&inform(alternative="first")&inform(walk_to="chestnut , unit twenty fifth")&inform(vehicle="bus")&inform(line="41")&inform(departure_time="12:50:PM")&inform(enter_at="chestnut , unit twenty fifth")&inform(headsign="Marks - Shaw")&inform(exit_at="ne chestnut , tulare")&inform(transfer="true")&inform(walk_to="ne tulare , dearing")&inform(vehicle="bus")&inform(line="22")&inform(departure_time="01:24:PM")&inform(enter_at="ne tulare , dearing")&inform(headsign="West - Bullard")&inform(exit_at="nw tulare , q street")&inform(transfer="true")&inform(walk_to="fresno amtrak")&inform(vehicle="train")&inform(line="San Joaquin")&inform(departure_time="02:35:PM")&inform(enter_at="fresno amtrak")&inform(headsign="Bakersfield Amtrak")&inform(exit_at="bakersfield amtrak")&inform(transfer="true")&inform(walk_to="truxtun @ amtrak")&inform(vehicle="bus")&inform(line="45")&inform(departure_time="05:05:PM")&inform(enter_at="truxtun @ amtrak")&inform(headsign="Oildale")&inform(exit_at="truxtun @ rabo bank arena")&inform(transfer="true")&inform(walk_to="bakersfield amtrak")&inform(vehicle="bus")&inform(line="Amtrak Thruway Connecting Service")&inform(departure_time="07:20:PM")&inform(enter_at="bakersfield amtrak")&inform(headsign="Indio")&inform(exit_at="ontario amtrak")&inform(transfer="true")&inform(vehicle="train")&inform(line="Sunset Limited")&inform(departure_time="01:54:AM")&inform(headsign="New Orleans Union Passenger Terminal")&inform(exit_at="new orleans union passenger terminal")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="11:00:PM")&inform(headsign="Atlanta, GA")&inform(exit_at="marta civic center , four hundred and thirty fifth west peachtree street nw, atlanta, ga")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="10:00:AM")&inform(headsign="Washington DC")&inform(exit_at="willard street outside of durham station transportation center, durham, nc")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="03:00:AM")&inform(headsign="Washington DC")&inform(exit_at="union station, washington, dc")&inform(transfer="true")&inform(walk_to="washington union station")&inform(vehicle="train")&inform(line="Acela Express")&inform(departure_time="09:00:AM")&inform(enter_at="washington union station")&inform(headsign="Boston South Station")&inform(exit_at="new york penn station")&inform(transfer="true")&inform(walk_to="thirty fourth street , penn station")&inform(vehicle="subway")&inform(line="C")&inform(departure_time="12:04:PM")&inform(enter_at="thirty fourth street , penn station")&inform(headsign="168 St")&inform(exit_at="eighty sixth street")&inform(walk_to="FINAL_DEST") 	None
> SYSTEM :	silence() 	To central park New York, From Roosevelt, To Manhattan, first connection, Walk to chestnut , unit twenty fifth. Take the bus 41 at twelve fifty P M from chestnut , unit twenty fifth towards marks , shaw. Get off at ne chestnut , tulare. Walk to ne tulare , dearing. Take the bus 22 at one twenty four P M from ne tulare , dearing towards west , bullard. Get off at nw tulare , q street. Walk to fresno amtrak. Take the train San Joaquin at two thirty five P M from fresno amtrak towards bakersfield amtrak. Get off at bakersfield amtrak. Walk to truxtun @ amtrak. Take the bus 45 at five o five P M from truxtun @ amtrak towards oildale. Get off at truxtun @ rabo bank arena. Walk to bakersfield amtrak. Take the bus Amtrak Thruway Connecting Service at seven twenty P M from bakersfield amtrak towards indio. Get off at ontario amtrak. Take the train Sunset Limited at one fifty four A M Towards new orleans union passenger terminal. Transfer at new orleans union passenger terminal to a bus Megabus, that goes at eleven P M Towards atlanta, ga. Transfer at marta civic center , four hundred and thirty fifth west peachtree street nw, atlanta, ga to a bus Megabus, that goes at ten A M Towards washington dc. Transfer at willard street outside of durham station transportation center, durham, nc to a bus Megabus, that goes at three A M Towards washington dc. Get off at union station, washington, dc. Walk to washington union station. Take the train Acela Express at nine A M from washington union station towards boston south station. Get off at new york penn station. Walk to thirty fourth street , penn station. Take the subway C at twelve o four P M from thirty fourth street , penn station towards hundred and sixty eighth street. Get off at eighty sixth street and walk to your destination.
> USER :	inform(city="Avenue") 	(unint) avenue
> SYSTEM :	iconfirm(to_city="New York")&iconfirm(from_city="Roosevelt")&iconfirm(to_borough="Manhattan")&inform(found_directions="true")&inform(alternative="first")&inform(walk_to="chestnut , unit twenty fifth")&inform(vehicle="bus")&inform(line="41")&inform(departure_time="12:50:PM")&inform(enter_at="chestnut , unit twenty fifth")&inform(headsign="Marks - Shaw")&inform(exit_at="ne chestnut , tulare")&inform(transfer="true")&inform(walk_to="ne tulare , dearing")&inform(vehicle="bus")&inform(line="22")&inform(departure_time="01:24:PM")&inform(enter_at="ne tulare , dearing")&inform(headsign="West - Bullard")&inform(exit_at="nw tulare , q street")&inform(transfer="true")&inform(walk_to="fresno amtrak")&inform(vehicle="train")&inform(line="San Joaquin")&inform(departure_time="02:35:PM")&inform(enter_at="fresno amtrak")&inform(headsign="Bakersfield Amtrak")&inform(exit_at="bakersfield amtrak")&inform(transfer="true")&inform(walk_to="truxtun @ amtrak")&inform(vehicle="bus")&inform(line="45")&inform(departure_time="05:05:PM")&inform(enter_at="truxtun @ amtrak")&inform(headsign="Oildale")&inform(exit_at="truxtun @ rabo bank arena")&inform(transfer="true")&inform(walk_to="bakersfield amtrak")&inform(vehicle="bus")&inform(line="Amtrak Thruway Connecting Service")&inform(departure_time="07:20:PM")&inform(enter_at="bakersfield amtrak")&inform(headsign="Indio")&inform(exit_at="ontario amtrak")&inform(transfer="true")&inform(vehicle="train")&inform(line="Sunset Limited")&inform(departure_time="01:54:AM")&inform(headsign="New Orleans Union Passenger Terminal")&inform(exit_at="new orleans union passenger terminal")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="11:00:PM")&inform(headsign="Atlanta, GA")&inform(exit_at="marta civic center , four hundred and thirty fifth west peachtree street nw, atlanta, ga")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="10:00:AM")&inform(headsign="Washington DC")&inform(exit_at="willard street outside of durham station transportation center, durham, nc")&inform(transfer="true")&inform(vehicle="bus")&inform(line="Megabus")&inform(departure_time="03:00:AM")&inform(headsign="Washington DC")&inform(exit_at="union station, washington, dc")&inform(transfer="true")&inform(walk_to="washington union station")&inform(vehicle="train")&inform(line="Acela Express")&inform(departure_time="09:00:AM")&inform(enter_at="washington union station")&inform(headsign="Boston South Station")&inform(exit_at="new york penn station")&inform(transfer="true")&inform(walk_to="thirty fourth street , penn station")&inform(vehicle="subway")&inform(line="C")&inform(departure_time="12:04:PM")&inform(enter_at="thirty fourth street , penn station")&inform(headsign="168 St")&inform(exit_at="eighty sixth street")&inform(walk_to="FINAL_DEST") 	None
