_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
884799967,2/17/2016 18:05:55,1897162060,2/17/2016 18:04:15,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""The destination will be there at 0:59pm"",""result"":""yes""}",The bus will be there at 0:59pm,"request(arrival_time=""*ARRIVAL_TIME"")",-each the destination and what time will i be there,arrival_time=0:59pm,reply,-each the destination and what time will i be there
884799967,2/17/2016 19:14:48,1897208657,2/17/2016 19:08:33,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""You have to be there at 0:59pm forany route"",""result"":""yes""}",You have to be there at 0:59pm forany route,"request(arrival_time=""*ARRIVAL_TIME"")",-each the destination and what time will i be there,arrival_time=0:59pm,reply,-each the destination and what time will i be there
884799968,2/17/2016 02:20:35,1896193563,2/17/2016 02:15:03,false,neodev,1.0,12219174,CAN,BC,Surrey,108.180.63.196,"{""text"":""From Lincoln Center, take the M10 bus at 8:09am and get off at Canal Street."",""result"":""yes""}","From Lincoln Center, take the M10 bus at 8:09am and get off at Canal Street.","inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884799968,2/17/2016 03:14:07,1896259761,2/17/2016 03:07:12,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""We have a route which is bus M10, going from Lincoln Center to direction of Canal Street at 8:09am."",""result"":""yes""}","We have a route which is bus M10, going from Lincoln Center to direction of Canal Street at 8:09am.","inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884799968,2/17/2016 04:21:14,1896339843,2/17/2016 04:14:51,false,neodev,0.3333,35584800,CAN,AB,Edmonton,174.3.224.48,"{""text"":""Please catch the bus  line M10 from Lincoln Center to Canal Street at 8:09am"",""result"":""yes""}",Please catch the bus  line M10 from Lincoln Center to Canal Street at 8:09am,"inform(to_stop=""*STREET"")",i would like to depart *STOP and go to *STOP,"line=M10, vehicle=bus, from_stop=Lincoln Center, direction=Canal Street, departure_time=8:09am",reply,i would like to depart *STOP and go to Canal Street
884799970,2/17/2016 17:51:14,1897153542,2/17/2016 17:49:05,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""The subway is not found"",""result"":""yes""}",The subway is not found,"inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884799970,2/17/2016 18:04:14,1897161149,2/17/2016 18:01:59,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""No route found, please take the subway"",""result"":""yes""}","No reservation found for the subway, please take the bus","inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884799970,2/17/2016 19:33:07,1897220971,2/17/2016 19:14:50,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""I not foun the route do you want in subway"",""result"":""yes""}",I not foun the route do you want in subway,"inform(vehicle=""*VEHICLE"")",cancel the *VEHICLE,"*=notfound, vehicle=subway",apologize,cancel the subway
884799971,2/17/2016 17:51:14,1897153541,2/17/2016 17:49:05,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""It will take 14 minutes"",""result"":""yes""}",It will take 14 minutes,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884799971,2/17/2016 18:04:14,1897161152,2/17/2016 18:01:59,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""It takes 14 minutes to arrive there"",""result"":""yes""}",It takes 14 minutes to arrive there,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884799971,2/17/2016 19:33:07,1897220974,2/17/2016 19:14:50,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""It takes 14 minutes to take to go there on the subway"",""result"":""yes""}",It takes 14 minutes to take to go there on the subway,"inform(vehicle=""*VEHICLE"")&request(duration)",how long will it take to get there on the *VEHICLE,duration=14 minutes,reply,how long will it take to get there on the subway
884799972,2/17/2016 02:20:35,1896193556,2/17/2016 02:15:03,false,neodev,1.0,12219174,CAN,BC,Surrey,108.180.63.196,"{""text"":""At 3:17pm, take the 7 subway from Park Place heading towards World Trade Center."",""result"":""yes""}","At 3:17pm, take the 7 subway from Park Place heading towards World Trade Center.","inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884799972,2/17/2016 03:14:07,1896259746,2/17/2016 03:07:12,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""From subway line 7 going from Park Place to direction of World Trade Center at 3:17pm."",""result"":""yes""}",From subway line 7 going from Park Place to direction of World Trade Center at 3:17pm.,"inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884799972,2/17/2016 04:21:14,1896339845,2/17/2016 04:14:51,false,neodev,0.3333,35584800,CAN,AB,Edmonton,174.3.224.48,"{""text"":""The subway that start at line 7 from Park Place to World Trade Center will go at 3:17pm "",""result"":""yes""}",The subway that start at line 7 from Park Place to World Trade Center will go at 3:17pm,"inform(time=""*TIME"")",at *NUMBER pm,"departure_time=3:17pm, line=7, from_stop=Park Place, direction=World Trade Center, vehicle=subway",reply,at three pm
884799973,2/17/2016 02:20:35,1896193550,2/17/2016 02:15:03,false,neodev,1.0,12219174,CAN,BC,Surrey,108.180.63.196,"{""text"":""It will take you 77 minutes to go to ."",""result"":""yes""}",It will take you 77 minutes for you to arrive at your destination.,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884799973,2/17/2016 03:14:07,1896259743,2/17/2016 03:07:12,false,clixsense,0.5,30777913,GBR,U8,Edinburgh,80.193.171.244,"{""text"":""Will take no more than 77 minutes."",""result"":""yes""}",Will take no more than 77 minutes.,"inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884799973,2/17/2016 04:21:14,1896339839,2/17/2016 04:14:51,false,neodev,0.3333,35584800,CAN,AB,Edmonton,174.3.224.48,"{""text"":""Ok, the trip will take 77 minutes"",""result"":""yes""}","Ok, the trip will take 77 minutes","inform(to_stop=""*STREET"")&request(duration)",i'm saying i want to go to *STOP and i know i want to know how long it will take,duration=77 minutes,reply,i'm saying i want to go to Herald Square and i know i want to know how long it will take
884799974,2/17/2016 17:49:03,1897152093,2/17/2016 17:47:02,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""You want to go to Central Park"",""result"":""yes""}",You want to go to Central Park,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
884799974,2/17/2016 18:01:58,1897159835,2/17/2016 17:58:49,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""You will get to Central Park"",""result"":""yes""}",You will get to Central Park by noon,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
884799974,2/17/2016 19:21:45,1897213197,2/17/2016 19:01:51,false,bitcoinget,0.3333,28503763,USA,CA,San Francisco,107.217.187.33,"{""text"":""I see you would like to go to central park."",""result"":""yes""}",I see you would like to go to central park.,"inform(to_stop=""*STREET"")",what time will i get to *STOP,to_stop=Central Park,confirm,what time will i get to Central Park
884799975,2/17/2016 17:47:01,1897150803,2/17/2016 17:43:37,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""Next ride is not found. "",""result"":""yes""}",Next ride is not found.,"inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
884799975,2/17/2016 17:58:48,1897157880,2/17/2016 17:54:10,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""No connection found now, would you like the next connection"",""result"":""yes""}","No connection found now, would you like the next connection","inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
884799975,2/17/2016 18:32:52,1897179735,2/17/2016 18:24:55,false,instagc,0.3333,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""I have not found a later option"",""result"":""yes""}",I have not found a later option,"inform(alternative=""next"")",what about the next ride,"*=notfound, alternative=next",apologize,what about the next ride
884799976,2/17/2016 17:47:01,1897150796,2/17/2016 17:43:37,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""The route from Port Authority Bus Terminal to Columbus Circle is not found"",""result"":""yes""}",The route from Port Authority Bus Terminal to Columbus Circle is not found,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
884799976,2/17/2016 17:58:48,1897157879,2/17/2016 17:54:10,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""There is no direct route from Port Authority Bus Terminal to Columbus Circle"",""result"":""yes""}",There is no direct route from Port Authority Bus Terminal to Columbus Circle,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
884799976,2/17/2016 18:32:52,1897179736,2/17/2016 18:24:55,false,instagc,0.3333,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":"" I have not found that from Port Authority Bus Terminal to Columbus Circle"",""result"":""yes""}",I have not found that from Port Authority Bus Terminal to Columbus Circle,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need a trip going from *STOP to *STOP,"*=notfound, from_stop=Port Authority Bus Terminal, to_stop=Columbus Circle",apologize,i need a trip going from Port Authority Bus Terminal to Columbus Circle
884799977,2/17/2016 17:52:48,1897154468,2/17/2016 17:51:15,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""Take subway line A from City Hall at 2:03pm to Grand street"",""result"":""yes""}",Take subway line A from City Hall at 2:03pm to Grand street,"inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
884799977,2/17/2016 18:05:55,1897162069,2/17/2016 18:04:15,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""yes, a subway line A at 2:03pm from  City Hall to Grand Street"",""result"":""yes""}","yes, a subway line A at 2:03pm from  City Hall to Grand Street","inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
884799977,2/17/2016 19:14:48,1897208656,2/17/2016 19:08:33,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""Yes, take the subway route from City Hall to dir Grand Street, line A at 2:03pm"",""result"":""yes""}","Yes, take the subway route from City Hall to dir Grand Street, line A at 2:03pm","inform(alternative=""next"")",do you have an alternative at a later time oh,"from_stop=City Hall, direction=Grand Street, vehicle=subway, line=A, departure_time=2:03pm",reply,do you have an alternative at a later time oh
884799978,2/17/2016 17:49:03,1897152091,2/17/2016 17:47:02,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""At 7:05am, take the M60 from Roosevelt Island by bus to Inwood"",""result"":""yes""}","At 7:05am, take the M60 from Roosevelt Island by bus to Inwood","inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
884799978,2/17/2016 18:01:58,1897159834,2/17/2016 17:58:49,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""Take bus M60 at 7:05am from Roosevelt Island to Inwood, it should take you there"",""result"":""yes""}","Take bus M60 at 7:05am from Roosevelt Island to Inwood, it should take you there","inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
884799978,2/17/2016 19:21:45,1897213194,2/17/2016 19:01:51,false,bitcoinget,0.3333,28503763,USA,CA,San Francisco,107.217.187.33,"{""text"":""the next bus line M60 from roosevelt island to inwood will arrive at 7:05am."",""result"":""yes""}",the next bus line M60 from roosevelt island to inwood will arrive at 7:05am.,"inform(to_stop=""*STOP"")",i want to arrive at *STOP,"line=M60, departure_time=7:05am, from_stop=Roosevelt Island, vehicle=bus, direction=Inwood",reply,i want to arrive at Inwood
884799979,2/17/2016 17:47:01,1897150799,2/17/2016 17:43:37,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""Where is your starting point to go to Cathedral Parkway?"",""result"":""yes""}",Where is your starting point to go to Cathedral Parkway?,"inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
884799979,2/17/2016 17:58:48,1897157882,2/17/2016 17:54:10,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""From where  to Cathedral Parkway, so I can help you."",""result"":""yes""}","From where  to Cathedral Parkway, so I can help you.","inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
884799979,2/17/2016 18:32:52,1897179738,2/17/2016 18:24:55,false,instagc,0.3333,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""Ok you want to go to Cathedral Parkway from where "",""result"":""yes""}",Ok you want to go to Cathedral Parkway from where,"inform(to_stop=""*STREET"")",hey what if i am going to *STOP,confirm: to_stop=Cathedral Parkway; request: from_stop=?,confirm-request,hey what if i am going to Cathedral Parkway
884799980,2/17/2016 17:49:03,1897152092,2/17/2016 17:47:02,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""You want to go to Prince Street."",""result"":""yes""}",You want to go to Prince Street.,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
884799980,2/17/2016 18:01:58,1897159833,2/17/2016 17:58:49,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""It arrives to Prince Street by noon"",""result"":""yes""}",It arrives to Prince Street by noon,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
884799980,2/17/2016 19:21:45,1897213195,2/17/2016 19:01:51,false,bitcoinget,0.3333,28503763,USA,CA,San Francisco,107.217.187.33,"{""text"":""I see you would like to go to prince street."",""result"":""yes""}",I see you would like to go to prince street.,"inform(to_stop=""*STOP"")&request(duration)",how long will it take to get to *STOP,to_stop=Prince Street,confirm,how long will it take to get to Prince Street
884799981,2/17/2016 17:51:14,1897153538,2/17/2016 17:49:05,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""You want to go at 11:00 am"",""result"":""yes""}",You want to go at 11:00 am,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
884799981,2/17/2016 18:04:14,1897161146,2/17/2016 18:01:59,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""yes sir, the schedule starts at 11:00 am"",""result"":""yes""}","yes sir, the schedule starts at 11:00 am","inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
884799981,2/17/2016 19:33:07,1897220972,2/17/2016 19:14:50,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""The route  schedule route for subway at 11:00 am"",""result"":""yes""}",The route  schedule route for subway at 11:00 am,"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")",is there a schedule at *NUMBER o'clock *AMPM,"departure_time=11:00, ampm=am",confirm,is there a schedule at eleven o'clock am
884799982,2/17/2016 17:52:48,1897154469,2/17/2016 17:51:15,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""Go to delancey street"",""result"":""yes""}",Go to delancey street,"inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
884799982,2/17/2016 18:05:55,1897162067,2/17/2016 18:04:15,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""Take the bus to Delancey Street"",""result"":""yes""}",Take the bus to Delancey Street,"inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
884799982,2/17/2016 19:14:48,1897208647,2/17/2016 19:08:33,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""You want to go to Delancey street"",""result"":""yes""}",You want to go to Delancey street,"inform(to_stop=""*STREET"")",to *STOP,to_stop=Delancey Street,confirm,to Delancey Street
884799983,2/17/2016 17:52:48,1897154474,2/17/2016 17:51:15,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""You want to leave the Rockefeller center. Where are you going?"",""result"":""yes""}",You want to leave the Rockefeller center. Where are you going?,"confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
884799983,2/17/2016 18:05:55,1897162068,2/17/2016 18:04:15,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""Depart from Rockefeller Center to where, sir"",""result"":""yes""}","Depart from Rockefeller Center to where, sir","confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
884799983,2/17/2016 19:14:48,1897208655,2/17/2016 19:08:33,false,gifthunterclub,0.3333,36117325,USA,FL,Naples,216.177.204.121,"{""text"":""You want to depart from Rockefeller Center to which place"",""result"":""yes""}",You want to depart from Rockefeller Center to which place,"confirm(from_stop=""*STREET"")",no i want to depart from *STOP,confirm: from_stop=Rockefeller Center; request: to_stop=?,confirm-request,no i want to depart from Rockefeller Center
884799984,2/17/2016 17:47:01,1897150800,2/17/2016 17:43:37,false,instagc,1.0,20312760,GBR,I2,Manchester,2.99.252.22,"{""text"":""You'd like to take the bus to Astor Place. Where would you like  to stop?"",""result"":""yes""}",You'd like to take the bus to Astor Place. Where would you like  to stop?,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"confirm: from_stop=Astor Place, vehicle=bus; request: to_stop=?",confirm-request,i would like the bus connection from Astor Place
884799984,2/17/2016 17:58:48,1897157878,2/17/2016 17:54:10,false,clixsense,0.5,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""The bus from Astor Place to where, sir"",""result"":""yes""}","The bus from Astor Place to where, sir","inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"confirm: from_stop=Astor Place, vehicle=bus; request: to_stop=?",confirm-request,i would like the bus connection from Astor Place
