> SYSTEM :	say(text="Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 .") bye() 	Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . Goodbye.
> USER :	??? 	eight hundred forty seven


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(task="find_connection") 	hi i'm looking for a connection
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> USER :	inform(from_stop="Roosevelt Av/Union St")&inform(task="find_connection") 	i want to go from roosevelt avenue and union street
> SYSTEM :	iconfirm(from_stop="Roosevelt Av/Union St")&request(from_city) 	Alright, from roosevelt avenue at union street. What city do you want to departure?
> SYSTEM :	silence() 	


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> SYSTEM :	silence() 	
> USER :	other() 	from sixty eighth street hunter college to times square forty second street
> SYSTEM :	silence() 	
> SYSTEM :	notunderstood()&help(inform="from_stop") 	I could not understand. For instance You can say, I would like to go from Central Park.
> SYSTEM :	silence() 	
> USER :	inform(from_stop="68 St")&inform(task="find_connection") 	i would like to go from sixty eighth street
> USER :	null() 	street
> SYSTEM :	iconfirm(from_stop="68 St")&request(to_stop) 	You want to go from sixty eighth street. Where do You want to go to?
> SYSTEM :	request(to_stop) 	What is Your destination?
> USER :	inform(="42 St") 	times square forty second street
> SYSTEM :	request(to_stop) 	What is Your destination?
> USER :	other() 	times square forty second street
> SYSTEM :	notunderstood()&help(request="current_time") 	I couldn't understand. You can ask what time it is.
> SYSTEM :	silence() 	
> USER :	request(current_time) 	what time is it
> SYSTEM :	iconfirm(in_state="New York")&inform(current_time="07:13:AM")&inform(time_zone="Eastern Standard Time") 	In New York, it is seven thirteen A M, Eastern Standard Time.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 .") bye() 	Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . Goodbye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(task="find_connection")&inform(vehicle="bus") 	i need a bus connection
> SYSTEM :	iconfirm(vehicle="bus")&request(from_city) 	Alright, You want to go by bus. What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	null() 	start over
> SYSTEM :	request(departure_time) 	What time do You want to departure?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(ampm="am") 	nine am
> SYSTEM :	iconfirm(ampm="am")&request(from_city) 	Alright, forenoon. What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 .") bye() 	Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . I repeat. Your code is 8 4 7 3 . Thank you for calling. Good bye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(to_stop="Empire State Building")&inform(from_stop="Central Park")&inform(vehicle="bus")&inform(task="find_connection")&affirm() 	yes i want to find a bus connection from central park to the empire state building
> SYSTEM :	silence() 	
> SYSTEM :	iconfirm(to_stop="Empire State Building")&iconfirm(from_stop="Central Park")&inform(found_directions="true")&inform(alternative="1")&inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M2")&inform(departure_time="08:10:AM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="LTD EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Alright, from central park to empire state building. I have found the following connection. The first possibility. Walk to fifth avenue at east eighty fourth street. Take the bus line M2 at eight ten A M from the fifth avenue at east eighty fourth street towards ltd east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> USER :	null() 	i also want to know about time requirements
> SYSTEM :	reqmore() 	Can I help You with something else?
> USER :	negate() 	no
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, are You still there?
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 .") bye() 	Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 . I repeat. Your code is 7 6 3 6 . Goodbye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	other() 	bus connection from sixty eighth street hunter college to times square forty second street
> SYSTEM :	silence() 	
> SYSTEM :	notunderstood()&help(request="current_time") 	I did not understand. Could you repeat that? You can ask what time it is.
> SYSTEM :	silence() 	


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, do We hear each other?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, are You still there?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, do We hear each other?
> SYSTEM :	silence() 	
> USER :	null() 	the eighth street
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="Hunter") 	hunter college
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	other() 	_NOISE_
> USER :	null() 	forty two street
> SYSTEM :	notunderstood()&help(request="current_time") 	I did not understand. Could you repeat that? You can ask what time it is.
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> USER :	inform(="Times Sq") 	times square
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	null() 	queens
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, can I help You?
> SYSTEM :	silence() 	
> USER :	other() 	yes queens
> SYSTEM :	notunderstood()&help(request="help") 	I'm sorry, I couldn't hear You. If you do not know how to talk to me or what to say, ask for help.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(="Lancaster") 	lancaster
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="Lancaster") 	lancaster
> SYSTEM :	request(departure_time) 	What time do You want to departure?
> USER :	other() 	eight
> SYSTEM :	notunderstood()&help(inform="from_stop") 	Sorry, I didn't catch You. For instance You can say, I would like to go from Times Square.
> SYSTEM :	silence() 	
> USER :	inform(task="find_connection")&inform(from_stop="Times Sq") 	i would like to go from times square
> SYSTEM :	iconfirm(from_stop="Times Sq")&request(to_stop) 	From times square. Where do You want to go to?
> USER :	null() 	forty two street
> SYSTEM :	request(to_stop) 	What station do You want to go to?
> SYSTEM :	silence() 	
> USER :	null() 	i don't know
> SYSTEM :	silence() 	
> SYSTEM :	request(to_stop) 	What is Your destination?
> USER :	null() 	forty two street
> SYSTEM :	request(to_stop) 	Where do You want to go to?
> USER :	null() 	forty two street
> SYSTEM :	request(to_stop) 	What is Your destination?
> USER :	other() 	forty two street
> SYSTEM :	notunderstood()&help(task="weather") 	I could not understand. You can ask for the weather forecast
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, are You still there?
> SYSTEM :	silence() 	
> USER :	inform(from_stop="Times Sq") 	times square to forty two street
> SYSTEM :	silence() 	
> SYSTEM :	request(to_stop) 	What station do You want to go to?
> USER :	null() 	forty two street
> SYSTEM :	request(to_stop) 	What is Your destination?
> USER :	inform(="Manhattan") 	manhattan
> SYSTEM :	request(to_stop) 	What station do You want to go to?
> USER :	null() 	forty two street
> SYSTEM :	request(to_stop) 	What station do You want to go to?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, can I help You?
> SYSTEM :	silence() 	


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(task="find_connection")&inform(vehicle="bus") 	i need a bus connection
> SYSTEM :	iconfirm(vehicle="bus")&request(from_city) 	Alright, You want to go by bus. What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="Lancaster") 	lancaster
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="Lancaster") 	lancaster
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="Lancaster") 	lancaster
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="New York") 	new york
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> USER :	inform(task="find_connection") 	bus connection
> SYSTEM :	request(from_city) 	What city do you want to departure?
> USER :	inform(="New York") 	
> SYSTEM :	request(from_city) 	What city do you want to departure?


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(task="find_connection") 	hi i'm looking for a connection
> SYSTEM :	silence() 	
> SYSTEM :	request(from_city) 	What city do you want to departure?
> SYSTEM :	silence() 	
> USER :	inform(to_stop="Empire State Building")&inform(from_stop="Central Park") 	central park to empire state building
> SYSTEM :	iconfirm(to_stop="Empire State Building")&iconfirm(from_stop="Central Park")&inform(found_directions="true")&inform(alternative="1")&inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M3")&inform(departure_time="10:44:PM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Alright, from central park to empire state building. I have found the following connection. The first possibility. Walk to fifth avenue at east eighty fourth street. Take the bus line M3 at ten fourty four P M from the fifth avenue at east eighty fourth street towards east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	thank you good bye
> SYSTEM :	say(text="Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 .") bye() 	Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . I repeat. Your code is 1 3 4 3 . Thank you for calling. Good bye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	hello()&inform(task="find_connection") 	hi i'm looking for a connection
> SYSTEM :	request(from_stop) 	Where do You want to travel from?
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(stop="Central Park") 	central park
> SYSTEM :	iconfirm(from_stop="Central Park")&request(to_stop) 	You want to go from central park. Where do You want to travel to?
> SYSTEM :	silence() 	
> USER :	inform(stop="Empire State Building") 	empire state building
> SYSTEM :	iconfirm(to_stop="Empire State Building")&inform(found_directions="true")&inform(alternative="1")&inform(walk_to="eighty sixth street")&inform(vehicle="subway")&inform(line="B")&inform(departure_time="04:36:PM")&inform(enter_at="eighty sixth street")&inform(headsign="Brighton Beach")&inform(exit_at="thirty fourth street and herald square")&inform(walk_to="FINAL_DEST") 	You want to go to empire state building. I have found the following connection. The first possibility. Walk to eighty sixth street. Take the subway B at four thirty six P M from the eighty sixth street towards brighton beach. Get of at thirty fourth street and herald square and walk to your destination.
> SYSTEM :	silence() 	
> USER :	request(duration) 	how long does it take
> SYSTEM :	inform(duration="0:12") 	It takes about twelve minutes.
> USER :	request(num_transfers) 	how many transfers are there
> SYSTEM :	inform(num_transfers="0") 	There are no transfers on this path.
> USER :	inform(vehicle="bus")&inform(task="find_connection") 	i want to go by bus
> SYSTEM :	inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M2")&inform(departure_time="04:31:PM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="LTD EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Walk to fifth avenue at east eighty fourth street. Take the bus line M2 at four thirty one P M from the fifth avenue at east eighty fourth street towards ltd east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> USER :	request(duration) 	how long does it take
> SYSTEM :	inform(duration="0:27") 	It takes about twenty seven minutes.
> USER :	request(departure_time) 	when does it leave
> SYSTEM :	inform(from_stop="fifth avenue at east eighty fourth street")&inform(departure_time="04:31:PM") 	It departs fifth avenue at east eighty fourth street at four thirty one P M.
> USER :	request(current_time)&inform(time_rel="now") 	what time is it now
> SYSTEM :	iconfirm(in_state="New York")&inform(current_time="04:26:PM")&inform(time_zone="Eastern Standard Time") 	In New York, it is four twenty six P M, Eastern Standard Time.
> SYSTEM :	silence() 	
> USER :	inform(task="weather")&inform(in_city="Meadows Of Dan") 	what is the weather like in meadows of dan
> SYSTEM :	apology()&inform(in_city="Meadows Of Dan")&inform(in_state="Virginia") 	I am sorry, but the weather forecast for Meadows Of Dan, Virginia is not available.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	repeat() 	okay can you repeat that
> SYSTEM :	irepeat() 	In New York, it is four twenty six P M, Eastern Standard Time.
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	thank you goodbye
> SYSTEM :	say(text="Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 .") bye() 	Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 . I repeat. Your code is 9 0 2 2 . Goodbye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	inform(vehicle="bus")&inform(from_stop="Central Park")&inform(task="find_connection")&inform(to_stop="Empire State Building") 	
> SYSTEM :	silence() 	
> SYSTEM :	iconfirm(to_stop="Empire State Building")&iconfirm(from_stop="Central Park")&inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M2")&inform(departure_time="05:35:PM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="LTD EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Alright, from central park to empire state building. Walk to fifth avenue at east eighty fourth street. Take the bus line M2 at five thirty five P M from the fifth avenue at east eighty fourth street towards ltd east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	null() 	is there time requirement
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(task="find_connection")&inform(alternative="next") 	
> SYSTEM :	apology()&inform(from_stop="Central Park")&inform(to_stop="Empire State Building")&inform(vehicle="bus") 	I'm sorry, connection from central park to empire state building by bus was not found.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(from_stop="Central Park")&inform(to_stop="Empire State Building") 	central park to empire state building
> SYSTEM :	silence() 	
> SYSTEM :	notunderstood() 	Sorry, I didn't catch You.
> SYSTEM :	silence() 	
> USER :	other() 	
> USER :	inform(stop="Empire State Building") 	
> SYSTEM :	notunderstood()&help(task="weather") 	I did not understand. Could you repeat that? You can ask for the weather forecast
> SYSTEM :	inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M2")&inform(departure_time="05:35:PM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="LTD EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Walk to fifth avenue at east eighty fourth street. Take the bus line M2 at five thirty five P M from the fifth avenue at east eighty fourth street towards ltd east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> USER :	null() 	thank you
> SYSTEM :	inform(walk_to="fifth avenue at east eighty fourth street")&inform(vehicle="bus")&inform(line="M2")&inform(departure_time="05:35:PM")&inform(enter_at="fifth avenue at east eighty fourth street")&inform(headsign="LTD EAST VILLAGE 8 ST via 5 AV")&inform(exit_at="fifth avenue at west thirty third street")&inform(walk_to="FINAL_DEST") 	Walk to fifth avenue at east eighty fourth street. Take the bus line M2 at five thirty five P M from the fifth avenue at east eighty fourth street towards ltd east village eighth street via fifth avenue. Get of at fifth avenue at west thirty third street and walk to your destination.
> USER :	null() 	good bye
> SYSTEM :	notunderstood() 	I did not understand.
> SYSTEM :	silence() 	
> USER :	thankyou() 	
> USER :	null() 	
> SYSTEM :	inform(cordiality="true")&hello() 	You're welcome. How else can I help You?
> SYSTEM :	silence() 	
> USER :	other() 	
> SYSTEM :	notunderstood()&help(inform="alternative_abs") 	I could not hear You. Can You repeat that? If You want me to repeat particular connection, You can say third connection, for instance
> SYSTEM :	silence() 	
> USER :	inform(task="weather") 	weather forecast
> USER :	inform(task="weather") 	
> SYSTEM :	inform(time_rel="now")&inform(temperature="2")&inform(weather_condition="scattered clouds") 	It is two degrees and scattered clouds.
> SYSTEM :	irepeat() 	It is two degrees and scattered clouds.
> USER :	other() 	
> SYSTEM :	notunderstood()&help(request="num_transfers") 	I could not hear You. Can You repeat that? You can ask for the number of transfers of the offered link.
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	thank you good bye
> SYSTEM :	say(text="Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 .") bye() 	Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 . I repeat. Your code is 6 9 4 2 . Goodbye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> SYSTEM :	silence() 	
> USER :	other() 	
> SYSTEM :	silence() 	
> SYSTEM :	notunderstood()&help(inform="from_stop") 	Sorry, I didn't catch You. For example You can say, from Wall Street.
> SYSTEM :	silence() 	
> USER :	inform(stop="Central Park") 	
> SYSTEM :	request(from_stop) 	Where do You want to travel from?
> SYSTEM :	silence() 	
> USER :	inform(stop="Central Park") 	central park
> SYSTEM :	iconfirm(from_stop="Central Park")&request(to_stop) 	From central park. Where do You want to go to?
> USER :	inform(stop="Empire State Building") 	
> SYSTEM :	iconfirm(to_stop="Empire State Building")&inform(found_directions="true")&inform(alternative="1")&inform(walk_to="eighty sixth street")&inform(vehicle="subway")&inform(line="B")&inform(departure_time="05:43:PM")&inform(enter_at="eighty sixth street")&inform(headsign="Brighton Beach")&inform(exit_at="thirty fourth street and herald square")&inform(walk_to="FINAL_DEST") 	You want to go to empire state building. I have found the following connection. The first possibility. Walk to eighty sixth street. Take the subway B at five fourty three P M from the eighty sixth street towards brighton beach. Get of at thirty fourth street and herald square and walk to your destination.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	inform(silence_timeout="true") 	Hallo, are You still there?
> USER :	affirm() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	null() 	how long will it take
> SYSTEM :	reqmore() 	Can I help You with something else?
> SYSTEM :	silence() 	
> USER :	null() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	inform(task="find_connection")&inform(alternative="next") 	next connection
> SYSTEM :	inform(found_directions="next")&inform(alternative="2")&inform(walk_to="eighty sixth street")&inform(vehicle="subway")&inform(line="B")&inform(departure_time="05:51:PM")&inform(enter_at="eighty sixth street")&inform(headsign="Brighton Beach")&inform(exit_at="thirty fourth street and herald square")&inform(walk_to="FINAL_DEST") 	Next connection. The second possibility. Walk to eighty sixth street. Take the subway B at five fifty one P M from the eighty sixth street towards brighton beach. Get of at thirty fourth street and herald square and walk to your destination.
> SYSTEM :	silence() 	
> USER :	inform(task="weather") 	
> SYSTEM :	inform(time_rel="now")&inform(temperature="2")&inform(weather_condition="scattered clouds") 	It is two degrees and scattered clouds.
> SYSTEM :	silence() 	
> SYSTEM :	silence() 	
> USER :	thankyou()&bye() 	
> SYSTEM :	say(text="Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 .") bye() 	Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 . I repeat. Your code is 7 1 9 1 . Thank you for calling. Good bye.


> SYSTEM :	hello() 	Hello, this is Alex, information about public transportation. The call is recorded. How may I help You?
> USER :	other() 	yes i need a bus connection from central park to the empire state building
> SYSTEM :	silence() 	
> SYSTEM :	notunderstood()&help(inform="from_stop") 	I couldn't understand. For instance You can say, I would like to go from Wall Street.
> USER :	inform(from_stop="Central Park") 	i'd like to go from central park to the
> USER :	inform(stop="Empire State Building") 	empire state building
> SYSTEM :	iconfirm(from_stop="Central Park")&request(to_stop) 	Alright, from central park. What station do You want to go to?
